id,name,tel,district,address,longitude,latitude
303,联华超市(花木店),021-38764059,浦东新区,梅花路611号,121.54971,31.209033
304,联华超市(塘东路),,浦东新区,蔡路镇东川公路7858号1层,121.72798200000001,31.213314
305,联华超市(佳依店),,青浦区,外青松公路6666弄13号102、103室,121.12504299999999,31.140232
306,联华超市(梓康路店),021-68066130,浦东新区,梓康路285号,121.565671,31.121854
307,联华超市(海盈店),021-59202369,青浦区,海盈路205号,121.108989,31.150087
308,联华超市(花山店),021-54992446,闵行区,梅陇镇罗锦路853号,121.398504,31.122355
309,联华超市(王府公馆南),,松江区,思贤路1855弄-60号60-1、64,121.200673,31.023414000000002
310,联华超市(长江西路店),021-33715362,宝山区,长江西路1605-1号,121.449898,31.335185
311,联华超市(四墩店),021-68272135,浦东新区,川南奉公路6628号,121.774898,31.011468
312,联华超市(前卫农场),021-33802202,崇明县,长兴岛潘圆公路1319号,121.72363600000001,31.388762
313,联华超市(新二店),021-36140154,宝山区,新二路淞南九村142号,121.47507,31.334909999999997
314,联华超市(新农店),021-57340291,金山区,新农镇亭枫公路2857号,121.20546100000001,30.893246
315,联华超市(恒顺路店),021-57273058,金山区,恒顺路61、63号,121.340523,30.848871999999997
316,联华超市(柳梁路店),13301659379,嘉定区,柳梁路62-64号,121.228504,31.377833000000003
317,联华超市(三鲁公路),,闵行区,三鲁公路4579,121.515084,31.099915999999997
318,联华超市(普庆店),021-58598131,浦东新区,川沙新镇普庆路237-251号,121.72291100000001,31.155232
319,联华超市(宾阳店),021-34140224,徐汇区,宾阳路54号,121.43755300000001,31.163982
320,联华超市(拱乐店),,浦东新区,拱乐路890-898号,121.76655500000001,31.063409999999998
321,联华超市(恒飞路),021-39106159,嘉定区,恒飞路466号,121.161698,31.365674
322,联华超市(浙桥店),021-50691578,浦东新区,浙桥路277号111-112室,121.600645,31.252029999999998
323,联华超市(明珠路店),021-69763900,青浦区,徐泾镇明珠路305号,121.26956200000001,31.169936
324,联华超市(白银路店),021-59101559,嘉定区,白银路1453-1451号,121.240824,31.344744
325,联华超市(联明店),,闵行区,七宝镇联明路62号,121.352516,31.147702000000002
326,联华超市(金丰路店),021-62217680,闵行区,金丰路425号,121.28368200000001,31.204342999999998
327,联华超市(外青松公路店),021-59800598,青浦区,外青松公路6048弄21号,121.12266499999998,31.155575
328,联华超市(紫欣店),021-52633215,闵行区,北翟路5088弄1-2号,121.297389,31.205677
329,联华超市(操场街店),021-38723115,浦东新区,川沙操场街路36-2号,121.703906,31.197916999999997
330,联华超市(青赵店),021-69222040,青浦区,青赵公路829-831号,121.101772,31.151206
331,联华超市(江东店),021-58647357,浦东新区,高桥镇江东路119号,121.50958500000002,31.372491999999998
332,联华超市(广延路店),13061732890,闸北区,广延路552-562,121.454935,31.280749
333,联华超市(城中店),021-59852528,青浦区,城中西路319-323号,121.104469,31.147121999999996
334,联华超市(罗锦路店),021-54299298,闵行区,罗锦路581号,121.403574,31.121451
335,联华超市(云风店),15857865544,松江区,方松街道文涵路74-80号,121.188992,31.025275
336,联华超市(翔川店),15618368966,浦东新区,川沙路5398号百联川沙购物中心B1楼,121.69798,31.185236
337,联华超市(连波店),15800867245,浦东新区,芳草路88号,121.552484,31.192476
338,联华超市(三林新村店),13816007222,浦东新区,永泰路132号,121.505124,31.135365999999998
339,联华超市(果园店),021-38280012,浦东新区,芦云路18号,121.853485,30.875233
340,联华超市(王桥路店),,浦东新区,利川路481弄1号1层,121.684224,31.204395
341,联华超市(银都路店),021-54822711,闵行区,银都路672号(近虹梅南路),121.43916399999999,31.104946999999996
342,联华超市(华夏路店),021-50966126,浦东新区,华夏东路1482号,121.67879599999999,31.196799
343,联华超市(报春店),021-54132979,闵行区,报春路630号-5号14室1层,121.38283500000001,31.122438
344,联华超市,18616288491,浦东新区,云夏路与彩云路交叉口东150米,121.802325,30.898721000000002
345,联华超市(曹八店),021-52510140,普陀区,南石一路65号,121.4056,31.245966999999997
346,联华超市(西江湾店),021-56487652,虹口区,西江湾路122号1幢-2,121.47856999999999,31.267190000000003
347,联华超市(锦秋店),021-66740504,宝山区,锦秋路699弄之69-70号,121.38911999999999,31.324012
348,联华超市(虹中店),021-54580177,闵行区,虹中路436弄21-23号,121.385301,31.179483
349,联华超市(新寺店),021-57490550,奉贤区,新寺社区新林路2247号底层,121.460027,30.860814
350,联华超市(古龙路店),021-34712695,闵行区,万源路916万源城乐斯生活会馆1层,121.394035,31.148388
351,联华超市(东门店),021-38000517,浦东新区,惠南镇车站路26号,121.763589,31.045697999999998
352,联华超市(南明店),021-57560082,奉贤区,青村镇北唐小区南明路112-128号,121.57621200000001,30.928122
353,联华超市(高岛路店),18939869662,崇明县,城桥镇西门路1301号,121.411676,31.642763000000002
354,联华超市(昌鑫时代绿园北),,宝山区,虎林路109-111号,121.460008,31.328985999999997
355,联华超市(长城店),021-65055362,杨浦区,闸殷路72号-1,121.52896299999999,31.335741
356,联华超市(联西村店),021-69595520,嘉定区,黄渡联西村联西路47号,121.25098799999999,31.268243
357,联华超市(家园便利),021-62602770,金山区,南大街27-29号,121.011472,30.884168
358,联华超市(联乾小区东),021-66620204,宝山区,南大路139号,121.40236200000001,31.299512
359,联华超市(阳光苑西南),021-69178775,嘉定区,浏翔路1199弄188号静唐路,121.323101,31.315199
360,联华超市(芦潮港店),021-38079000,浦东新区,新城镇芦潮港农场电影院(五七农场潮华路6号),121.80384699999999,30.861434999999997
361,联华超市(园洲店),021-68483879,浦东新区,园洲路97号,121.63478300000001,31.315496000000003
362,联华超市(昭化路店),021-62129828,长宁区,昭化路122-126号,121.42556299999998,31.211774
363,联华超市(北艾店),021-50868162,浦东新区,北艾路891号(近下南路),121.537278,31.183407
364,联华超市(丰迅店),021-52171279,长宁区,泉口路113号(泉口路与剑河路交叉东150米路南),121.371424,31.212161
365,联华超市(美艾路店),021-66877807,宝山区,美艾路218-224号,121.361848,31.393790999999997
366,联华超市,021-58375892,浦东新区,华夏二路405-411号,121.68506799999999,31.191346000000003
367,联华超市(紫风店),021-37310005,金山区,朱泾镇秀州街536号,121.16928,30.90274
368,联华超市(剑瓷店),,杨浦区,民星路351号,121.539905,31.311384999999998
369,联华超市(人民东路),021-68020898,浦东新区,惠南镇人民东路2528号,121.768794,31.049611
370,联华超市(碧江路店),,闵行区,碧江路310号1-2,121.402294,31.007121
371,联华超市,021-33719332,宝山区,顾北东路507号1层,121.407452,31.357530999999998
372,联华超市(唐镇店),021-58965659,浦东新区,唐镇唐陆路3244号,121.655275,31.209512
373,联华超市(吴淞煤气厂桥),,宝山区,长江路368-1,121.494689,31.350571999999996
374,联华超市(顾太路店),,宝山区,顾太路350号,121.397501,31.347739
375,联华超市(奉浦店),021-37198725,奉贤区,南桥镇环城东路585号,121.461611,30.937278999999997
376,联华超市(祖骏店),,松江区,方松街道谷阳北路1500号102室,121.234651,31.033744
377,联华超市(西渡店),021-57154770,奉贤区,西渡镇沪杭公路76号,121.430328,30.993614
378,联华超市(长富店),021-56458182,宝山区,长逸路15号西区1楼101a号,121.494129,31.339109999999998
379,联华超市(菊盛路店),021-56146230,宝山区,菊盛路882号2层,121.36925,31.361121
380,联华超市(金平店),021-54755137,闵行区,金平路2325号,121.41181599999999,31.011089000000002
381,联华超市(碧秀路),,闵行区,水清南路20号-5,121.38453700000001,31.112878000000002
382,联华超市(昌里店),15000954170,浦东新区,昌里东路326号(近东明路),121.511356,31.176917
383,联华超市(永新),,闵行区,闸航路4327附近,121.501697,31.020576000000002
384,联华超市(金园店),021-39553387,嘉定区,金园一路1611号1层,121.31509799999999,31.237738
385,联华超市(许浦店),021-62387998,长宁区,天山西路262-264号,121.37001599999999,31.217565999999998
386,联华超市(情谊店),021-58568616,浦东新区,新德路604弄11号-16号,121.691626,31.19657
387,联华超市(传梅店),021-36310951,宝山区,顾村镇顾北路508-510号底层,121.39006200000001,31.351408000000003
388,联华超市(罗秀店),021-54631012,徐汇区,罗秀路776-6号,121.434574,31.131643
389,联华超市,021-53946788,徐汇区,清真路26号附近,121.45953999999999,31.199621999999998
390,联华超市(长江店),021-56147352,宝山区,通南路48号1层,121.477061,31.337978000000003
391,联华超市(联东店),021-38420178,浦东新区,博兴路1557号,121.601249,31.273101
392,联华超市(紫薇店),,浦东新区,紫薇路713号1-2层,121.623405,31.206813
393,联华超市(莱阳路),021-58719548,浦东新区,五莲路258号,121.581189,31.274092
394,联华超市(枫阳店),,金山区,枫阳路139号,121.02373999999999,30.892981
395,联华超市(菊太路店),021-56182880,宝山区,菊太路1219号,121.35769499999999,31.347765000000003
396,联华超市(上虹东兰店),021-64983029,闵行区,莘庄镇疏影路756号,121.368224,31.120453
397,联华超市(宝水店),021-56496378,宝山区,水产西路213号1层,121.42861699999999,31.360668
398,联华超市(欣明店),021-66710086,宝山区,大场镇南陈路256号底层,121.397791,31.307928000000004
399,联华超市(长海店),021-35030345,杨浦区,长海路440号,121.52225800000001,31.309519
400,联华超市(立民店),,闵行区,浦江镇立民路260号,121.556223,31.105094
401,联华超市(红石路店),021-39903916,嘉定区,红石路725-727号,121.22542800000001,31.386577000000003
402,联华超市(新镇路店),021-34097363,闵行区,新镇路920号,121.36313,31.14988
403,联华超市(五四农场兴隆新村北),021-57162656,奉贤区,五四农场老场部场中路1580号,121.732726,30.879227
404,联华超市(光明),,浦东新区,宣桥镇三灶都市型工业园宣春路741号,121.71781000000001,31.083213
405,联华超市(六灶店),021-38160029,浦东新区,川沙新镇周祝公路2426号,121.700331,31.116556
406,联华超市(平安店),021-37554080,奉贤区,四团镇平安社区老四平公路1353号,121.73191899999999,30.89825
407,联华超市(润瑾店),,宝山区,杨桃路118号,121.441056,31.372778000000004
408,联华超市(金耀店),021-39531511,嘉定区,金耀南路348-350号,121.312179,31.238227000000002
409,联华超市(陈宝路),021-69153178,嘉定区,陈宝路537、541-543,121.32863799999998,31.356661
410,联华超市(康士店),,奉贤区,南桥镇光明优化路123号,121.510698,30.904407
411,联华超市(唐龙路),,浦东新区,吕三路与唐龙路交叉口西200米,121.641324,31.216435999999998
412,联华超市(海意店),,奉贤区,南桥镇肖塘路246、256号,121.434028,30.961767
413,联华超市(永亮店),021-50407899,浦东新区,花山路1050-1056号,121.582499,31.349851
414,联华超市(海思路),,奉贤区,海思路393号,121.51656899999999,30.832128000000004
415,联华超市(塔湾新村一区东),021-69238150,青浦区,青松路451号,121.117774,31.138168
416,联华超市(九华新园北),021-67106568,奉贤区,青浦工业园国顺路371号,121.459751,30.93253
417,联华超市(朱家桥店),021-59961129,嘉定区,朱桥镇(汇华小区1号楼),121.190605,31.409799
418,联华超市(峨嵋店),021-33010134,虹口区,峨嵋路389号,121.48966599999999,31.251624
419,联华超市,,浦东新区,人民东路2437弄49,121.778107,31.048163
420,联华超市(大境路店),021-33070215,黄浦区,大境路52-54,121.487096,31.225448999999998
421,联华超市(德祥店),021-52668953,普陀区,武宁路1056号,121.41021200000002,31.246007000000002
422,联华超市(定康路),,奉贤区,南桥镇定康路25号新中心医院,121.504993,30.920265999999998
423,联华超市(东兰店),021-34130104,闵行区,万源路东兰路717号,121.391699,31.154522999999998
424,联华超市(丰庄店),021-39180073,嘉定区,丰庄西路570号,121.35675,31.24878
425,联华超市(田园店),021-34070191,闵行区,莘庄镇都市路4382号二楼,121.39559399999999,31.094396000000003
426,联华超市(金塔路),,闵行区,都市路768号,121.41950200000001,31.04298
427,联华超市(绿林店),,浦东新区,下南路227弄25-27号,121.543217,31.168198999999998
428,联华超市(天福店),021-63249408,静安区,天潼路768号,121.47896399999999,31.243578999999997
429,联华超市(浙江北路),,闸北区,浙江北路374-376号,121.47460500000001,31.247668
430,联华超市(安化店),021-32200349,长宁区,安化路123-127号,121.42948,31.21531
431,联华超市(赵屯店),021-39718073,青浦区,赵屯镇建屯路219号,121.08158,31.257179999999998
432,联华超市(西渡店),021-37442041,奉贤区,沪杭公路5号(近渡口),121.430223,30.994949
433,联华超市(汇港店),,浦东新区,老港镇南港公路1328号1层,121.83312099999999,31.0396
434,联华超市(茸盛店),,松江区,茸盛路566-572号,121.246571,31.065070000000002
435,联华超市(西郊枫林苑南),021-59761105,青浦区,诸光路519号,121.312917,31.166475
436,联华超市(胡辉店),,浦东新区,金桥镇新金桥路230号T17-6幢101室,121.59841899999999,31.249619
437,联华超市(明杰店),021-51676044,宝山区,淞南镇通南路348-350号,121.470347,31.335915000000004
438,联华超市(鼓浪路),021-57620362,松江区,鼓浪路268号,121.27811499999999,31.116321000000003
439,联华超市(启帆店),,浦东新区,启帆路299-303号,121.58448600000001,31.312824
440,联华超市(浦秀店),021-34300768,闵行区,浦秀路639弄1号1层,121.493596,31.079609
441,联华超市(竹柏店),,浦东新区,新城镇竹柏路250-252号,121.91084199999999,30.900887
442,联华超市(东明路店),,浦东新区,永泰路1205附近,121.524826,31.143187
443,联华超市(航头店),021-58072671,浦东新区,航头镇富田路59弄1号旁,121.59635,31.027278000000003
444,联华超市(罗秀路店),021-54391858,闵行区,梅陇镇罗秀路1346号,121.418343,31.128814000000002
445,联华超市(宛南店),021-54590443,徐汇区,宛平南路852号-858号,121.451443,31.183965999999998
446,联华超市(松江人民店),021-57830132,松江区,乐都路348-8号,121.22689,31.0141
447,联华生活馆,021-55060550,杨浦区,双阳路665-2号,121.528127,31.288271999999996
448,联华超市(桂平路店),021-34140371,徐汇区,桂平路264号1室,121.407909,31.158285
449,联华超市(德园店),,嘉定区,南翔镇德园路1500弄7号,121.310359,31.292312
450,联华超市(翔昆路店),,松江区,玉昆路479弄95-10号附近,121.11755600000001,31.03355
451,联华超市(虹星路),021-58581384,浦东新区,虹星路195号,121.68755,31.2507
452,联华超市(广富林路店),18017115967,松江区,方松街道广富林路3477号,121.18891,31.053694
453,联华超市(新凌桥店),021-68663576,浦东新区,凌桥镇江东路1340号1层,121.54276999999999,31.365340000000003
454,联华超市(江海店),021-37442041,奉贤区,南桥人民南路11号,121.46238000000001,30.904320000000002
455,联华超市(飞虹店),021-65638254,杨浦区,飞虹路668-7号,121.51186899999999,31.266683
456,联华超市(沪广店),021-66770031,闸北区,广中西路1097号,121.434752,31.274641
457,联华超市(大盈店),021-59222169,青浦区,大盈社区大盈路394号,121.091406,31.213240000000003
458,联华超市(真新店),021-69194397,嘉定区,丰庄路25号,121.360359,31.24202
459,联华超市(林鸣路),,浦东新区,三林镇林鸣路355号,121.52786699999999,31.134108
460,联华超市(长宁路店),13816784023,长宁区,长宁路遵义路交叉口1485号,121.40887099999999,31.217019
461,联华超市,,奉贤区,新奉公路6713号附近,121.63930500000001,30.914738
462,联华超市,,嘉定区,塔山路与安驰路交叉口西南50米,121.177624,31.284257
463,联华超市,,松江区,塘砖路北50米,121.253272,31.098340999999998
464,联华超市,021-33537227,长宁区,威宁路333号,121.384732,31.212688
465,联华超市,021-38983966,浦东新区,曹路镇海鸣路106号,121.671797,31.28378
466,联华超市(农建一路),021-56853128,崇明区,长兴乡潘圆公路108号1层,121.7756,31.338634000000003
467,联华超市(坦直店),,浦东新区,坦直镇坦直路60号,121.64840900000002,31.073188000000002
468,联华超市(延吉西路店),021-55570308,杨浦区,延吉西路118号-6,121.52011499999999,31.279995
469,联华超市(浦东商场成山店),021-68585557,浦东新区,成山路480号世纪联华B1楼近云莲路,121.50686100000001,31.172209000000002
470,联华超市,13052012406,奉贤区,海湾镇海泉路567号,121.50883999999999,30.838357000000002
471,联华超市,18370993136,嘉定区,真新街道金鼎路2592号,121.359471,31.259611
472,联华超市,,嘉定区,雅丹路685-687号,121.199312,31.293202
473,联华超市,18918604560,浦东新区,新环北路1113-1115号,121.638727,31.031299
474,联华超市,18629751853,浦东新区,顾唐路167号,121.66673999999999,31.209139
475,联华超市,18857968587,青浦区,朱家角镇浦泰路,121.035795,31.132831
476,联华超市(广富林路店),13601755768,松江区,广富林路1188弄181-101号,121.23533300000001,31.059471000000002
477,联华超市,,杨浦区,国顺路103号,121.51678999999999,31.290653999999996
478,联华超市,,杨浦区,隆昌路446号,121.545098,31.272461
479,联华超市,021-56330078,静安区,彭浦镇场中路3258号,121.433783,31.303738
480,联华超市(春申路店),,闵行区,春申路1715,121.429728,31.114025
481,联华超市,,浦东新区,曹路镇海鸣路106号,121.671797,31.28378
482,联华超市(梅岭北路店),021-62167137,普陀区,梅岭北路294号,121.407459,31.242759000000003
483,联华超市(新二店),,宝山区,淞南镇新二路1315号,121.47501799999999,31.334931
484,联华超市(盛足店),13120645347,杨浦区,政和路939弄55号,121.516501,31.337296000000002
485,联华超市(长江店),021-36140030,宝山区,淞南路320号,121.491178,31.344493
486,联华超市(民府路),,杨浦区,民府路941-943,121.50821,31.316079
487,联华超市(大华方跣寤��?6区西),021-20228122,浦东新区,华春路359号(大华方跣寤��?6区西),121.52928100000001,31.175394
488,联华超市(美平路),,宝山区,美平路479号,121.344268,31.388688000000002
489,联华超市,,宝山区,顾村镇陈广路530号,121.35153400000002,31.325992
490,联华超市,,长宁区,协和路279号,121.356277,31.212287
491,联华超市,,虹口区,大连西路259-101,121.48798799999999,31.276349
492,联华超市,,嘉定区,新源路1319号,121.150671,31.308538000000002
493,联华超市,,嘉定区,新源路1319号,121.150671,31.308538000000002
494,联华超市(唐行店),021-59951055,嘉定区,嘉行公路3178弄2号,121.240849,31.462228000000003
495,联华超市,021-59137026,嘉定区,江桥镇金耀南路293号,121.31081599999999,31.236946999999997
496,联华超市,,闵行区,景联路411号附近,121.453127,31.101203
497,联华超市,,浦东新区,航昌路171-173号,121.608232,31.079932
498,联华超市,15001884779,浦东新区,康桥镇川周公路3251弄1号一层102室,121.597315,31.130627
499,联华超市,,青浦区,徐泾镇龙联路208弄60号,121.290769,31.195057000000002
500,联华超市(云雅店),021-58585010,浦东新区,云雅路377-383号1层,121.67848899999998,31.243378999999997
501,联华超市(余庆店),,静安区,共和新路4440-3、4446,121.44827099999999,31.312171000000003
502,联华超市(听悦店),18601602062,浦东新区,听悦路690-692,121.738933,31.047246
503,联华超市(南团店),021-68099515,浦东新区,惠南镇南团公路43-49号,121.76409299999999,31.039896999999996
504,联华超市(拱极路),021-68005409,浦东新区,惠南镇城东路380-392号2楼A1,121.76358700000002,31.052821999999995
505,联华超市(创新路店),021-58966473,浦东新区,川沙路3488号1层,121.689104,31.218773
506,联华超市(创新西路),,浦东新区,张江镇创新西路创新大浴场,121.63723300000001,31.195567999999998
507,联华超市(今辉店),13032182718,浦东新区,创新西路349-355号,121.651246,31.200976
508,联华超市(北虹路),,长宁区,北虹路1068号,121.376827,31.214772999999997
509,联华超市(芳华店),021-50610215,浦东新区,芳华路451-453号,121.55947900000001,31.196237
510,联华超市(御桥路店),021-50839465,浦东新区,御桥路73号,121.53253799999999,31.149376
511,联华超市(嘉华店),021-39980273,嘉定区,仓场路2960-3号,121.262525,31.381116
512,联华超市(东新店),021-52990986,普陀区,东新路220号,121.425541,31.240971999999996
513,联华超市(松兰路),,宝山区,松兰路795号,121.44573600000001,31.378128000000004
514,联华超市(红林路店),021-56490105,宝山区,杨行镇红林路60号(近川公路),121.429231,31.366926
515,联华超市(红林路店),18017004918,宝山区,杨行镇红林路599号,121.41868500000001,31.362095
516,联华超市(杨行店),021-56498799,宝山区,杨泰路556号之2-4号,121.43883100000001,31.378874
517,联华超市(浦东商场成山品牌直销中心),,浦东新区,成山路500号浦东商场B1,121.50741200000002,31.17206
518,联华超市(马陆店),021-59156565,嘉定区,马陆镇沪宜公路2208号,121.28418300000001,31.332063
519,联华超市(先知店),021-54419238,闵行区,畹町路99弄178号2室(畹町路与澜沧路交西南角),121.402831,31.103243
520,联华超市(瞿溪路店),021-63038420,黄浦区,瞿溪路897号(蒙自路),121.479104,31.200309000000004
521,联华超市(景联路店),021-54407232,闵行区,梅陇镇景联路964号,121.433724,31.099309
522,联华超市(金都店),021-64972812,闵行区,梅陇镇红梅南路2117号西南市场,121.41346899999999,31.098063
523,联华超市(佳乐路店),021-50550135,浦东新区,佳乐路200号(近金桥法院),121.613826,31.268772
524,联华超市(英才大厦东南),,虹口区,安国路263号,121.50501100000001,31.26
525,联华超市(水电路二店),,虹口区,水电路1314之7-8,121.476722,31.291178000000002
526,联华超市(八方大厦北),18916157006,浦东新区,桃林路461,121.53765600000001,31.235333
527,联华超市(文月店),,浦东新区,顺和路127-129号1层,121.62708400000001,31.186281
528,联华超市(东川路),021-34202895,闵行区,东川路859,121.432033,31.017251
529,联华超市(淞良店),021-36140194,宝山区,淞良路526,121.48625200000001,31.346649
530,联华超市(佘北公路),,松江区,佘北公路1641,121.200139,31.119967
531,联华超市,,青浦区,祥凝浜路585号(新风邮政所西南),121.056669,31.107563
532,联华超市(新溪路),021-59230099,青浦区,新风路148,121.057006,31.108974
533,联华超市(安波路),021-65332938,杨浦区,安波路366-1,121.530148,31.302595
534,联华超市(海思路店),,奉贤区,海思路393号,121.51656899999999,30.832128000000004
535,联华超市(振新综合楼东北),021-51676044,宝山区,通南路348,121.470347,31.335915000000004
536,联华超市(施新店),021-68967675,浦东新区,机场镇施新路839号,121.75725200000001,31.148455
537,联华超市(陶家塘),,闵行区,芦恒路一二八弄67,121.49563300000001,31.115531
538,联华超市(谷阳店),,金山区,中山路72号,121.47292,31.23071
539,联华超市(川周公路),021-68188230,浦东新区,川周公路4009-3,121.587056,31.125977000000002
540,联华超市(罗秀路店),021-54302206,徐汇区,罗秀路1131号,121.42581899999999,31.129935999999997
541,联华超市(洪山店),021-58830006,浦东新区,洪山路190,121.499278,31.175681
542,联华超市(华青南路),021-69735133,青浦区,华青南路455-457号,121.13389,31.145506
543,联华超市(雅轩店),,嘉定区,汇旺东路1219-1227,121.215902,31.405737
544,联华超市(华阳桥店),021-57774526,松江区,华阳街车香路178号,121.28551200000001,31.004993
545,联华超市(家芬店),,青浦区,振新佳苑281号,121.259918,31.178206
546,联华超市(上南七村八村南),021-58864620,浦东新区,成山路351弄1-4,121.50236899999999,31.172413
547,联华超市(莘庄店),021-64883729,闵行区,莘北路398弄,121.365822,31.114108
548,联华超市(下南路店),,浦东新区,下南路227弄23号临,121.54486000000001,31.168836
549,联华超市(东靖苑小区北),,浦东新区,东靖路386-392,121.57640500000001,31.291452000000003
550,联华超市(电台加盟店),021-56181962,宝山区,电台路599弄,121.39336000000002,31.357770000000002
551,联华超市(灵石店),,闸北区,灵石路997号,121.43085400000001,31.275976
552,联华超市(黎安路),,闵行区,黎安路488,121.37193400000001,31.130139
553,联华超市(赋欣店),021-36040660,宝山区,水产西路1072-1074号,121.41014299999999,31.353554
554,联华超市(大同小区东北),,奉贤区,南桥镇西渡扶港路517-521号1层,121.443678,30.989561
555,联华超市(宁珂店),,松江区,文汇路928弄109,121.20009399999999,31.049590000000002
556,联华超市(宣中支路店),,浦东新区,宣中路500弄48号,121.70136799999999,31.022223999999998
557,联华超市(罗香店),021-54630050,徐汇区,罗香路170,121.437625,31.135175
558,联华超市(平塘店),021-52172022,长宁区,平塘路212之1-3,121.36486000000001,31.2195
559,联华超市(虹南大楼北),,长宁区,虹桥路1022,121.419125,31.195152
560,联华超市(永靖路),,嘉定区,永靖路831-835,121.25796399999999,31.398971999999997
561,联华超市(曹杨店),021-32250062,普陀区,兰溪路35,121.412668,31.239008000000002
562,联华超市(雄发店),021-33823709,浦东新区,东靖路679,121.586491,31.291794
563,联华超市(长宁支路店),021-62103009,长宁区,长宁支路176-1,121.42585,31.226644
564,联华超市(云汉店),,浦东新区,云汉路962、966、968、970,121.807938,30.910602
565,联华超市(九亭公路),021-57631069,松江区,九亭镇九新公路257号,121.321807,31.127094
566,联华超市(阳光神州苑西北),,闵行区,华林路211,121.35678300000001,31.137845000000002
567,联华超市(芦潮店),,浦东新区,芦潮路79-87,121.85276599999999,30.862895
568,联华超市(塘东路),021-68904399,浦东新区,合庆镇塘东街178弄156号1层,121.73163600000001,31.213831
569,联华超市,,青浦区,夏阳街道青湖路1056号,121.12935,31.146108
570,联华超市(祥凝浜路),021-59242866,青浦区,祥凝浜路424,121.06008600000001,31.108995
571,联华超市(龙臣公寓南),021-68956079,浦东新区,五莲路753号,121.59068400000001,31.270145
572,联华超市(封浜店),021-39139035,嘉定区,吴杨路205,121.29431100000001,31.268596000000002
573,联华超市(长桥店),021-34080745,徐汇区,上中路285号(龙川路上中路),121.44273700000001,31.139188
574,联华超市(纪翟路店),,闵行区,纪翟路2793号,121.267918,31.24509
575,联华超市(新国顺店),021-65556726,杨浦区,沙岗路628,121.53591499999999,31.300809
576,联华超市(牡丹江路),021-56561602,宝山区,牡丹江路455,121.495421,31.384390999999997
577,联华超市(青浦区气象局南),021-69222040,青浦区,青松路831-835,121.11999499999999,31.134582
578,联华超市(江农店),021-35053445,宝山区,逸仙路1321弄68-1,121.48801,31.314369
579,联华超市(万辉店),021-61676948,杨浦区,民星路176号,121.54731799999999,31.311662
580,联华超市(书院镇),18317117728,浦东新区,老芦公路1359号,121.86703700000001,30.927407000000002
581,联华超市(零陵店),,徐汇区,零陵北路1号(近茶陵路),121.464638,31.197334
582,联华超市(青安店),021-33868923,青浦区,青安路386号,121.11818899999999,31.155337
583,联华超市(涞坊店),021-67624787,松江区,九亭镇涞坊路417号,121.313979,31.152227000000003
584,联华超市(高荷路),,浦东新区,高荷路412-416号,121.576454,31.336581
585,联华超市(江海公路),,崇明县,东新村新江416号(近江海公路),121.55473300000001,31.552652000000002
586,联华超市(逸墅新苑东),021-58484361,浦东新区,高东光明路835,121.62591100000002,31.325377000000003
587,联华超市(真北路店),021-36324636,宝山区,真北路4333弄136号,121.406477,31.29291
588,联华超市(松辉店),021-55891887,虹口区,辉河路118-3,121.4985,31.290955
589,联华超市(南园路),021-58003080,浦东新区,南园路城南村243号,121.745985,31.029398999999998
590,联华超市(红亮店),021-58170546,浦东新区,新场镇新环西路802号1层,121.639439,31.025759000000004
591,联华超市(石泉路),021-32060235,普陀区,石泉路113号,121.42746100000001,31.251229
592,联华超市(南洋瑞都西南),021-24286303,闵行区,金平路703,121.40849299999999,31.019703999999997
593,联华超市,,浦东新区,张江镇祖冲之路2305号,121.627944,31.211946
594,联华超市(吉曼大厦北),021-62845177,普陀区,真北路3271甲-31,121.395322,31.276203000000002
595,联华超市(裕安店),021-68106137,浦东新区,周祝公路3287号,121.749725,31.118979
596,联华建伟店(工业园区路),021-68160460,浦东新区,周祝公路2748号,121.71206699999999,31.118351
597,联华超市(鑫龙店),021-59987164,嘉定区,新成路街道迎园路283-285号,121.27243100000001,31.386576
598,联华超市(银都西路店),,松江区,银都西路215号,121.366028,31.081195
599,联华超市(华科路),021-69732342,青浦区,华科路129,121.128363,31.156571999999997
600,联华超市(都市路店),021-61362651,闵行区,都市路393-395号,121.42217099999999,31.035553999999998
601,联华超市(新德西路店),13482818099,浦东新区,德川路369号万家新天地商都1层,121.670178,31.192226
602,联华超市(罗阳店),,闵行区,景福路358弄34号,121.413001,31.122363
603,联华超市(新叶路),,奉贤区,奉城镇头桥镇新叶路17号,121.655671,30.977715999999997
604,联华超市(芷江店),021-36173314,闸北区,芷江中路361,121.47135800000001,31.259963
605,联华超市(新镇店),,青浦区,赵巷镇中路518号,121.202656,31.154818
606,联华超市(孙农路),,浦东新区,孙农路476号,121.625859,31.175607
607,联华超市(迎宾三路店),,长宁区,迎宾三路,121.32918899999999,31.176764000000002
608,联华超市(真大店),,宝山区,真大路433,121.401572,31.293397
609,联华超市(真大路),,宝山区,洛场路98,121.41156000000001,31.302525
610,联华超市(龙罗加盟店),,徐汇区,罗秀路228-230号,121.446289,31.13383
611,联华超市(南岸晶座北),021-54010576,徐汇区,龙吴路1715,121.453575,31.132578999999996
612,联华超市(八字桥店),021-37565157,奉贤区,八字桥路883-885,121.462223,30.93719
613,联华超市(文翔店),021-57631568,松江区,文翔路3088弄1-5号,121.192493,31.043432
